Area,School ID,Unit,School,Total,White No,White Pct,African American No,African American Pct,Native American/Alaskan No,Native American/Alaskan Pct,Asian/Pac Islander No,Asian/Pac Islander Pct,Hispanic No,Hispanic Pct,Multi-Racial No,Multi-Racial Pct,Asian No,Asian Pct,Hawaiian Pac Islander No,Hawaiian Pac Islander Pct,Na No,Na Pct
11,610053,4620,Marquette,"1,435",17,1.2,597,41.6,7,0.5,0,0.0,797,55.5,5,0.3,0,0.0,0,0.0,12,0.8
11,610067,4760,McKay,969,4,0.4,806,83.2,0,0.0,0,0.0,152,15.7,6,0.6,1,0.1,0,0.0,0,0.0
11,610077,4880,Morrill,796,2,0.3,361,45.4,0,0.0,0,0.0,426,53.5,4,0.5,3,0.4,0,0.0,0,0.0
11,610096,5090,Nightingale,"1,309",11,0.8,15,1.1,0,0.0,0,0.0,"1,283",98.0,0,0.0,0,0.0,0,0.0,0,0.0
11,610120,5340,Peck,"1,567",26,1.7,4,0.3,6,0.4,0,0.0,"1,523",97.2,3,0.2,2,0.1,2,0.1,1,0.1
11,610226,6430,Sandoval,"1,199",14,1.2,16,1.3,2,0.2,0,0.0,"1,166",97.2,1,0.1,0,0.0,0,0.0,0,0.0
11,610185,6030,Stevenson,"1,335",83,6.2,70,5.2,15,1.1,0,0.0,"1,134",84.9,9,0.7,6,0.4,0,0.0,18,1.3
11,610203,6220,Tonti,937,11,1.2,33,3.5,4,0.4,0,0.0,885,94.5,2,0.2,1,0.1,0,0.0,1,0.1
13,609781,2100,Attucks,268,0,0.0,268,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
13,610246,6660,Beasley Magnet,"1,419",2,0.1,"1,373",96.8,4,0.3,0,0.0,28,2.0,9,0.6,2,0.1,1,0.1,0,0.0
13,610237,6540,Beethoven,460,1,0.2,447,97.2,1,0.2,0,0.0,7,1.5,2,0.4,0,0.0,1,0.2,1,0.2
13,610161,5750,Bontemps,358,0,0.0,354,98.9,0,0.0,0,0.0,3,0.8,1,0.3,0,0.0,0,0.0,0,0.0
13,609819,2460,Burke,256,0,0.0,254,99.2,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.4
13,609844,2670,Carter,404,0,0.0,398,98.5,0,0.0,0,0.0,4,1.0,1,0.2,0,0.0,1,0.2,0,0.0
13,610148,5640,Chavez,877,10,1.1,44,5.0,0,0.0,0,0.0,819,93.4,3,0.3,1,0.1,0,0.0,0,0.0
13,610239,6560,Daley,820,4,0.5,123,15.0,0,0.0,0,0.0,691,84.3,1,0.1,0,0.0,0,0.0,1,0.1
13,610521,7000,Davis M. Magnet,442,0,0.0,437,98.9,1,0.2,0,0.0,3,0.7,0,0.0,1,0.2,0,0.0,0,0.0
13,609885,3030,Dewey,342,0,0.0,329,96.2,0,0.0,0,0.0,8,2.3,3,0.9,0,0.0,1,0.3,1,0.3
13,609928,3440,Fuller,211,0,0.0,206,97.6,0,0.0,0,0.0,3,1.4,1,0.5,0,0.0,0,0.0,1,0.5
13,609947,3600,Graham A.,483,183,37.9,104,21.5,1,0.2,0,0.0,187,38.7,3,0.6,1,0.2,0,0.0,4,0.8
13,609964,3740,Hamline,698,6,0.9,66,9.5,0,0.0,0,0.0,620,88.8,4,0.6,2,0.3,0,0.0,0,0.0
13,609986,3920,Henderson,429,0,0.0,419,97.7,0,0.0,0,0.0,8,1.9,1,0.2,0,0.0,1,0.2,0,0.0
13,609987,3930,Hendricks,340,2,0.6,320,94.1,0,0.0,0,0.0,4,1.2,3,0.9,0,0.0,0,0.0,11,3.2
13,609997,4030,Holmes,369,0,0.0,364,98.6,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,3,0.8
13,610037,4470,Libby,537,1,0.2,489,91.1,0,0.0,0,0.0,46,8.6,1,0.2,0,0.0,0,0.0,0,0.0
13,610061,4700,Mayo,430,0,0.0,426,99.1,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,3,0.7
13,610312,7390,McDowell,166,2,1.2,158,95.2,0,0.0,0,0.0,1,0.6,4,2.4,1,0.6,0,0.0,0,0.0
13,610276,6950,Mollison,258,0,0.0,258,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
13,610108,5230,O'Toole,560,0,0.0,549,98.0,0,0.0,0,0.0,9,1.6,0,0.0,0,0.0,0,0.0,2,0.4
13,610277,6960,Overton,423,0,0.0,383,90.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40,9.5
13,610114,5280,Parkman,202,0,0.0,168,83.2,0,0.0,0,0.0,32,15.8,0,0.0,0,0.0,0,0.0,2,1.0
13,609941,3550,Randolph Magnet,608,0,0.0,597,98.2,0,0.0,0,0.0,9,1.5,2,0.3,0,0.0,0,0.0,0,0.0
13,610150,5650,Ross,335,0,0.0,330,98.5,0,0.0,0,0.0,3,0.9,0,0.0,0,0.0,0,0.0,2,0.6
13,610173,5900,Sherwood,379,0,0.0,375,98.9,0,0.0,0,0.0,2,0.5,2,0.5,0,0.0,0,0.0,0,0.0
13,610345,7820,Woodson South,398,1,0.3,392,98.5,0,0.0,0,0.0,5,1.3,0,0.0,0,0.0,0,0.0,0,0.0
14,609775,2050,Altgeld,587,0,0.0,580,98.8,0,0.0,0,0.0,3,0.5,0,0.0,1,0.2,0,0.0,3,0.5
14,610265,6880,Banneker,324,0,0.0,323,99.7,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0
14,609790,2170,Barton,568,0,0.0,565,99.5,0,0.0,0,0.0,0,0.0,2,0.4,0,0.0,0,0.0,1,0.2
14,609791,2180,Bass,429,0,0.0,419,97.7,2,0.5,0,0.0,5,1.2,1,0.2,0,0.0,0,0.0,2,0.5
14,610238,6550,Bond,343,2,0.6,330,96.2,0,0.0,0,0.0,11,3.2,0,0.0,0,0.0,0,0.0,0,0.0
14,609813,2410,Brownell,310,0,0.0,310,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
14,610347,7830,Claremont,540,0,0.0,525,97.2,1,0.2,0,0.0,14,2.6,0,0.0,0,0.0,0,0.0,0,0.0
14,609897,3130,Earle,306,0,0.0,302,98.7,0,0.0,0,0.0,3,1.0,0,0.0,0,0.0,1,0.3,0,0.0
14,609913,3290,Goodlow Magnet,451,0,0.0,445,98.7,0,0.0,0,0.0,2,0.4,4,0.9,0,0.0,0,0.0,0,0.0
14,610283,7050,Guggenheim,259,0,0.0,253,97.7,0,0.0,0,0.0,6,2.3,0,0.0,0,0.0,0,0.0,0,0.0
14,610299,7250,Hinton,378,0,0.0,363,96.0,0,0.0,0,0.0,15,4.0,0,0.0,0,0.0,0,0.0,0,0.0
14,609805,2330,Joplin,566,0,0.0,561,99.1,0,0.0,0,0.0,3,0.5,2,0.4,0,0.0,0,0.0,0,0.0
14,610019,4270,Kershaw Magnet,240,0,0.0,235,97.9,0,0.0,0,0.0,3,1.3,2,0.8,0,0.0,0,0.0,0,0.0
14,610298,7240,Lenart,325,68,20.9,198,60.9,1,0.3,0,0.0,18,5.5,6,1.8,30,9.2,2,0.6,2,0.6
14,610290,7150,Mays,309,0,0.0,272,88.0,0,0.0,0,0.0,6,1.9,31,10.0,0,0.0,0,0.0,0,0.0
14,609793,2200,Nicholson,474,0,0.0,473,99.8,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0
14,610102,5170,Oglesby,409,1,0.2,406,99.3,0,0.0,0,0.0,1,0.2,1,0.2,0,0.0,0,0.0,0,0.0
14,610115,5290,Park Manor,338,0,0.0,334,98.8,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,3,0.9,0,0.0
14,610112,5270,Parker,758,0,0.0,736,97.1,2,0.3,0,0.0,18,2.4,1,0.1,1,0.1,0,0.0,0,0.0
14,610264,6870,Reed,107,0,0.0,107,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
14,610152,5660,Ruggles,401,0,0.0,387,96.5,0,0.0,0,0.0,11,2.7,1,0.2,0,0.0,2,0.5,0,0.0
14,610339,7760,Stagg,565,0,0.0,560,99.1,1,0.2,0,0.0,4,0.7,0,0.0,0,0.0,0,0.0,0,0.0
14,610223,6390,Wentworth,362,0,0.0,351,97.0,3,0.8,0,0.0,7,1.9,1,0.3,0,0.0,0,0.0,0,0.0
14,610300,7260,Westcott,469,0,0.0,463,98.7,0,0.0,0,0.0,4,0.9,2,0.4,0,0.0,0,0.0,0,0.0
14,610285,7080,Woods,436,0,0.0,426,97.7,1,0.2,0,0.0,6,1.4,0,0.0,0,0.0,0,0.0,3,0.7
14,610233,6500,Yale,216,0,0.0,216,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
15,610018,4260,Canter Middle,208,1,0.5,193,92.8,0,0.0,0,0.0,11,5.3,3,1.4,0,0.0,0,0.0,0,0.0
15,609891,3070,Doolittle,320,0,0.0,313,97.8,0,0.0,0,0.0,5,1.6,2,0.6,0,0.0,0,0.0,0,0.0
15,610266,6890,Dumas,395,1,0.3,388,98.2,0,0.0,0,0.0,3,0.8,2,0.5,0,0.0,1,0.3,0,0.0
15,609916,3320,Fermi,225,0,0.0,225,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
15,609919,3360,Fiske,284,0,0.0,281,98.9,2,0.7,0,0.0,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0
15,610030,4390,Kozminski,447,4,0.9,429,96.0,0,0.0,0,0.0,10,2.2,3,0.7,1,0.2,0,0.0,0,0.0
15,610395,2680,Pershing W. Magnet,269,1,0.4,255,94.8,1,0.4,0,0.0,4,1.5,6,2.2,2,0.7,0,0.0,0,0.0
15,610258,6810,Price,144,0,0.0,143,99.3,0,0.0,0,0.0,1,0.7,0,0.0,0,0.0,0,0.0,0,0.0
15,610143,5580,Reavis,323,1,0.3,314,97.2,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,4,1.2,3,0.9
15,610256,6780,Robinson,178,0,0.0,174,97.8,0,0.0,0,0.0,0,0.0,0,0.0,1,0.6,2,1.1,1,0.6
15,610169,5830,Sexton,376,0,0.0,376,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
15,610175,5920,Shoesmith,344,2,0.6,325,94.5,0,0.0,0,0.0,10,2.9,3,0.9,2,0.6,2,0.6,0,0.0
15,610530,2015,South Shore,201,0,0.0,198,98.5,0,0.0,0,0.0,1,0.5,2,1.0,0,0.0,0,0.0,0,0.0
15,610065,4740,Till,484,0,0.0,476,98.3,0,0.0,0,0.0,8,1.7,0,0.0,0,0.0,0,0.0,0,0.0
15,610213,6300,Wadsworth,305,2,0.7,297,97.4,0,0.0,0,0.0,5,1.6,1,0.3,0,0.0,0,0.0,0,0.0
15,610110,5250,Wells Prep,205,0,0.0,193,94.1,0,0.0,0,0.0,3,1.5,2,1.0,0,0.0,0,0.0,7,3.4
15,609977,3860,Woodlawn,235,0,0.0,233,99.1,0,0.0,0,0.0,2,0.9,0,0.0,0,0.0,0,0.0,0,0.0
16,610287,7100,Ashburn,461,4,0.9,379,82.2,1,0.2,0,0.0,65,14.1,11,2.4,1,0.2,0,0.0,0,0.0
16,609788,2150,Barnard,274,3,1.1,266,97.1,0,0.0,0,0.0,3,1.1,2,0.7,0,0.0,0,0.0,0,0.0
16,609800,2280,Bennett,550,0,0.0,537,97.6,1,0.2,0,0.0,3,0.5,9,1.6,0,0.0,0,0.0,0,0.0
16,609839,2650,Carroll,582,3,0.5,543,93.3,1,0.2,0,0.0,27,4.6,7,1.2,0,0.0,1,0.2,0,0.0
16,609864,2860,Cook,546,0,0.0,539,98.7,0,0.0,0,0.0,6,1.1,1,0.2,0,0.0,0,0.0,0,0.0
16,610003,4090,Cuffe,534,0,0.0,525,98.3,0,0.0,0,0.0,6,1.1,2,0.4,0,0.0,0,0.0,1,0.2
16,610188,6050,Dunne,352,0,0.0,350,99.4,0,0.0,0,0.0,2,0.6,0,0.0,0,0.0,0,0.0,0,0.0
16,609908,3250,Esmond,354,0,0.0,336,94.9,2,0.6,0,0.0,13,3.7,0,0.0,3,0.8,0,0.0,0,0.0
16,610362,7990,Evers,393,0,0.0,390,99.2,0,0.0,0,0.0,1,0.3,2,0.5,0,0.0,0,0.0,0,0.0
16,609917,3330,Fernwood,314,0,0.0,314,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
16,609924,3400,Fort Dearborn,517,0,0.0,504,97.5,0,0.0,1,0.2,0,0.0,9,1.7,2,0.4,1,0.2,0,0.0
16,609927,3430,Foster Park,456,0,0.0,449,98.5,0,0.0,0,0.0,6,1.3,1,0.2,0,0.0,0,0.0,0,0.0
16,610128,5420,Garvey M.,349,0,0.0,347,99.4,0,0.0,0,0.0,2,0.6,0,0.0,0,0.0,0,0.0,0,0.0
16,610032,4410,Green W.,267,0,0.0,264,98.9,0,0.0,0,0.0,0,0.0,3,1.1,0,0.0,0,0.0,0,0.0
16,609955,3670,Gresham,389,0,0.0,386,99.2,0,0.0,0,0.0,1,0.3,1,0.3,0,0.0,0,0.0,1,0.3
16,610368,8060,Hughes L.,488,3,0.6,466,95.5,0,0.0,0,0.0,16,3.3,3,0.6,0,0.0,0,0.0,0,0.0
16,610369,8090,Jackson M.,306,0,0.0,302,98.7,0,0.0,0,0.0,2,0.7,2,0.7,0,0.0,0,0.0,0,0.0
16,610084,4960,Keller,243,91,37.4,98,40.3,1,0.4,0,0.0,38,15.6,10,4.1,4,1.6,1,0.4,0,0.0
16,610028,4360,Kohn,448,0,0.0,444,99.1,0,0.0,0,0.0,3,0.7,1,0.2,0,0.0,0,0.0,0,0.0
16,610072,4830,Morgan,244,0,0.0,238,97.5,0,0.0,0,0.0,4,1.6,0,0.0,1,0.4,1,0.4,0,0.0
16,610086,4980,Mt Vernon,317,0,0.0,316,99.7,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0
16,610109,5240,Owen Magnet,243,3,1.2,214,88.1,1,0.4,0,0.0,18,7.4,5,2.1,1,0.4,1,0.4,0,0.0
16,610207,6250,Vanderpoel Magnet,322,1,0.3,319,99.1,0,0.0,0,0.0,2,0.6,0,0.0,0,0.0,0,0.0,0,0.0
16,610366,8030,Wacker,247,0,0.0,247,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
17,610268,6900,Ashe,469,0,0.0,467,99.6,0,0.0,0,0.0,2,0.4,0,0.0,0,0.0,0,0.0,0,0.0
17,609786,2130,Avalon Park,397,1,0.3,395,99.5,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0
17,609815,2430,Bouchet,749,0,0.0,742,99.1,0,0.0,0,0.0,4,0.5,2,0.3,0,0.0,0,0.0,1,0.1
17,609827,2520,Burnside Magnet,760,1,0.1,734,96.6,1,0.1,0,0.0,12,1.6,10,1.3,0,0.0,0,0.0,2,0.3
17,609833,2580,Caldwell,320,1,0.3,312,97.5,1,0.3,0,0.0,6,1.9,0,0.0,0,0.0,0,0.0,0,0.0
17,609862,2830,Coles,533,3,0.6,520,97.6,0,0.0,0,0.0,6,1.1,4,0.8,0,0.0,0,0.0,0,0.0
17,609887,3040,Dixon,653,0,0.0,648,99.2,0,0.0,0,0.0,2,0.3,2,0.3,1,0.2,0,0.0,0,0.0
17,609939,3530,Gillespie,489,1,0.2,469,95.9,1,0.2,0,0.0,17,3.5,1,0.2,0,0.0,0,0.0,0,0.0
17,610027,4350,Kipling,452,1,0.2,448,99.1,0,0.0,0,0.0,1,0.2,1,0.2,1,0.2,0,0.0,0,0.0
17,610047,4570,Madison,296,0,0.0,292,98.6,0,0.0,0,0.0,3,1.0,1,0.3,0,0.0,0,0.0,0,0.0
17,610052,4610,Mann,540,0,0.0,522,96.7,1,0.2,0,0.0,12,2.2,4,0.7,1,0.2,0,0.0,0,0.0
17,610171,5880,Mireles,950,6,0.6,477,50.2,9,0.9,0,0.0,452,47.6,3,0.3,1,0.1,0,0.0,2,0.2
17,609961,3720,Ninos Heroes,491,2,0.4,392,79.8,3,0.6,0,0.0,93,18.9,1,0.2,0,0.0,0,0.0,0,0.0
17,610103,5180,O'Keeffe,651,0,0.0,648,99.5,0,0.0,0,0.0,3,0.5,0,0.0,0,0.0,0,0.0,0,0.0
17,610116,5300,Parkside,341,0,0.0,337,98.8,1,0.3,0,0.0,3,0.9,0,0.0,0,0.0,0,0.0,0,0.0
17,610130,5440,Pirie,412,0,0.0,405,98.3,0,0.0,0,0.0,4,1.0,1,0.2,2,0.5,0,0.0,0,0.0
17,610281,7010,Powell,534,0,0.0,522,97.8,0,0.0,0,0.0,10,1.9,2,0.4,0,0.0,0,0.0,0,0.0
17,610146,5610,Revere,355,0,0.0,355,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
17,610153,5670,Ryder,306,1,0.3,299,97.7,0,0.0,0,0.0,0,0.0,4,1.3,0,0.0,0,0.0,2,0.7
17,610193,6100,Sullivan,558,5,0.9,400,71.7,1,0.2,0,0.0,140,25.1,11,2.0,1,0.2,0,0.0,0,0.0
17,610279,6970,Tanner,454,2,0.4,452,99.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
17,609895,3110,Turner-Drew Magnet,395,0,0.0,378,95.7,1,0.3,0,0.0,10,2.5,5,1.3,1,0.3,0,0.0,0,0.0
17,610218,6350,Warren,325,0,0.0,314,96.6,1,0.3,0,0.0,6,1.8,4,1.2,0,0.0,0,0.0,0,0.0
18,609848,2710,Aldridge,284,0,0.0,284,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
18,609811,2390,Bright,372,1,0.3,234,62.9,0,0.0,1,0.3,128,34.4,1,0.3,0,0.0,1,0.3,6,1.6
18,610091,5040,Brown R.,305,0,0.0,298,97.7,0,0.0,0,0.0,4,1.3,0,0.0,0,0.0,0,0.0,3,1.0
18,609821,2480,Burnham,283,0,0.0,282,99.6,0,0.0,0,0.0,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0
18,609845,2690,Carver Elementary,427,1,0.2,397,93.0,0,0.0,0,0.0,3,0.7,1,0.2,0,0.0,0,0.0,25,5.9
18,609856,2790,Clay,664,93,14.0,63,9.5,3,0.5,0,0.0,493,74.2,10,1.5,1,0.2,0,0.0,1,0.2
18,610199,6170,Colemon J.,275,1,0.4,267,97.1,0,0.0,0,0.0,7,2.5,0,0.0,0,0.0,0,0.0,0,0.0
18,610004,4100,Cullen,238,0,0.0,233,97.9,0,0.0,0,0.0,2,0.8,2,0.8,0,0.0,0,0.0,1,0.4
18,610364,8010,DuBois,219,4,1.8,201,91.8,0,0.0,0,0.0,11,5.0,2,0.9,0,0.0,1,0.5,0,0.0
18,609935,3490,Gallistel Magnet,"1,444",18,1.2,29,2.0,11,0.8,0,0.0,"1,342",92.9,1,0.1,0,0.0,1,0.1,42,2.9
18,609943,3570,Gompers,287,0,0.0,284,99.0,0,0.0,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,0,0.0
18,609808,2360,Haley,512,1,0.2,507,99.0,0,0.0,0,0.0,4,0.8,0,0.0,0,0.0,0,0.0,0,0.0
18,610295,7210,Higgins,384,0,0.0,380,99.0,0,0.0,0,0.0,2,0.5,1,0.3,0,0.0,1,0.3,0,0.0
18,610208,6260,Lavizzo,433,0,0.0,429,99.1,0,0.0,0,0.0,2,0.5,2,0.5,0,0.0,0,0.0,0,0.0
18,610045,4550,Lawrence,403,0,0.0,397,98.5,0,0.0,0,0.0,6,1.5,0,0.0,0,0.0,0,0.0,0,0.0
18,609902,3190,Metcalfe,586,1,0.2,583,99.5,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,1,0.2,0,0.0
18,609932,3470,Owens,303,1,0.3,299,98.7,0,0.0,0,0.0,2,0.7,0,0.0,0,0.0,1,0.3,0,0.0
18,610132,5460,Poe Classical,192,2,1.0,180,93.8,0,0.0,1,0.5,2,1.0,7,3.6,0,0.0,0,0.0,0,0.0
18,610139,5530,Pullman,259,1,0.4,194,74.9,1,0.4,0,0.0,62,23.9,0,0.0,0,0.0,0,0.0,1,0.4
18,610178,5950,Schmid,208,0,0.0,192,92.3,1,0.5,0,0.0,11,5.3,3,1.4,0,0.0,0,0.0,1,0.5
18,610176,5930,Shoop,584,0,0.0,582,99.7,0,0.0,0,0.0,2,0.3,0,0.0,0,0.0,0,0.0,0,0.0
18,609978,3870,Smith W.,362,0,0.0,356,98.3,0,0.0,0,0.0,4,1.1,2,0.6,0,0.0,0,0.0,0,0.0
18,610160,5740,Songhai,368,0,0.0,362,98.4,0,0.0,0,0.0,3,0.8,3,0.8,0,0.0,0,0.0,0,0.0
18,610198,6150,Taylor,668,9,1.3,76,11.4,10,1.5,0,0.0,572,85.6,1,0.1,0,0.0,0,0.0,0,0.0
18,610200,6180,Thorp J. N.,487,7,1.4,397,81.5,1,0.2,0,0.0,81,16.6,1,0.2,0,0.0,0,0.0,0,0.0
18,610224,6400,West Pullman,352,0,0.0,349,99.1,0,0.0,0,0.0,3,0.9,0,0.0,0,0.0,0,0.0,0,0.0
18,610225,6420,Whistler,409,0,0.0,408,99.8,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
18,610315,7440,White,129,0,0.0,124,96.1,0,0.0,0,0.0,4,3.1,1,0.8,0,0.0,0,0.0,0,0.0
19,609695,1210,Amundsen HS,"1,645",132,8.0,197,12.0,8,0.5,10,0.6,"1,117",67.9,25,1.5,155,9.4,1,0.1,0,0.0
19,610501,1065,Austin Poly Tech HS,363,0,0.0,360,99.2,1,0.3,0,0.0,2,0.6,0,0.0,0,0.0,0,0.0,0,0.0
19,610370,1020,Best Practice HS,70,0,0.0,65,92.9,0,0.0,0,0.0,5,7.1,0,0.0,0,0.0,0,0.0,0,0.0
19,610381,7270,Bronzeville Mil HS,551,0,0.0,550,99.8,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0
19,610244,6620,Clark Magnet HS,942,1,0.1,921,97.8,2,0.2,0,0.0,16,1.7,0,0.0,2,0.2,0,0.0,0,0.0
19,609676,1030,Dunbar Voc HS,"1,507",2,0.1,"1,475",97.9,2,0.1,0,0.0,16,1.1,8,0.5,2,0.1,1,0.1,1,0.1
19,609764,1890,Juarez HS,"1,630",23,1.4,35,2.1,3,0.2,0,0.0,"1,540",94.5,3,0.2,21,1.3,0,0.0,5,0.3
19,609724,1480,Mather HS,"1,603",340,21.2,238,14.8,13,0.8,5,0.3,593,37.0,24,1.5,385,24.0,4,0.2,1,0.1
19,609729,1530,Schurz HS,"2,235",156,7.0,188,8.4,10,0.4,2,0.1,"1,814",81.2,18,0.8,31,1.4,5,0.2,11,0.5
19,609733,1570,Sullivan HS,764,28,3.7,348,45.5,3,0.4,0,0.0,276,36.1,12,1.6,96,12.6,1,0.1,0,0.0
21,610378,7660,Crane AA HS,244,0,0.0,239,98.0,0,0.0,0,0.0,4,1.6,1,0.4,0,0.0,0,0.0,0,0.0
21,609702,1270,Crane Tech HS,513,1,0.2,509,99.2,0,0.0,0,0.0,1,0.2,1,0.2,0,0.0,0,0.0,1,0.2
21,609736,1600,Dyett HS,431,0,0.0,420,97.4,1,0.2,0,0.0,7,1.6,3,0.7,0,0.0,0,0.0,0,0.0
21,609694,1200,Hancock HS,984,39,4.0,24,2.4,3,0.3,0,0.0,912,92.7,0,0.0,5,0.5,1,0.1,0,0.0
21,609768,1940,Hope CPHS,680,0,0.0,671,98.7,0,0.0,0,0.0,8,1.2,0,0.0,0,0.0,1,0.1,0,0.0
21,609746,1710,Kenwood HS,"1,815",31,1.7,"1,531",84.4,5,0.3,2,0.1,81,4.5,105,5.8,51,2.8,9,0.5,0,0.0
21,609722,1460,Manley HS,650,0,0.0,649,99.8,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0
21,610334,7690,Raby HS,558,2,0.4,543,97.3,1,0.2,0,0.0,11,2.0,1,0.2,0,0.0,0,0.0,0,0.0
21,610506,8080,TEAM HS,446,0,0.0,440,98.7,0,0.0,0,0.0,5,1.1,1,0.2,0,0.0,0,0.0,0,0.0
21,609737,1610,Von Steuben HS,"1,631",388,23.8,309,18.9,15,0.9,0,0.0,680,41.7,27,1.7,210,12.9,2,0.1,0,0.0
21,609740,1640,Wells HS,642,17,2.6,287,44.7,9,1.4,0,0.0,324,50.5,4,0.6,0,0.0,1,0.2,0,0.0
21,609693,1160,Westinghouse HS,555,0,0.0,399,71.9,2,0.4,0,0.0,138,24.9,8,1.4,8,1.4,0,0.0,0,0.0
23,609698,1230,Bogan Tech HS,"1,786",41,2.3,975,54.6,8,0.4,0,0.0,749,41.9,4,0.2,6,0.3,3,0.2,0,0.0
23,609761,1860,Corliss HS,747,1,0.1,734,98.3,0,0.0,0,0.0,10,1.3,2,0.3,0,0.0,0,0.0,0,0.0
23,610311,7380,Entrepreneurshp HS,275,0,0.0,269,97.8,0,0.0,0,0.0,2,0.7,3,1.1,0,0.0,0,0.0,1,0.4
23,609709,1340,Gage Park HS,"1,252",8,0.6,595,47.5,2,0.2,0,0.0,639,51.0,8,0.6,0,0.0,0,0.0,0,0.0
23,609710,1350,Harlan HS,"1,260",0,0.0,"1,246",98.9,0,0.0,0,0.0,9,0.7,5,0.4,0,0.0,0,0.0,0,0.0
23,609712,1380,Hirsch HS,501,0,0.0,499,99.6,0,0.0,0,0.0,1,0.2,1,0.2,0,0.0,0,0.0,0,0.0
23,609682,1110,Richards HS,547,3,0.5,152,27.8,0,0.0,0,0.0,389,71.1,0,0.0,0,0.0,2,0.4,1,0.2
23,610374,7570,Robeson AA HS,168,0,0.0,166,98.8,0,0.0,0,0.0,2,1.2,0,0.0,0,0.0,0,0.0,0,0.0
23,609707,1320,Robeson HS,776,0,0.0,773,99.6,0,0.0,0,0.0,1,0.1,1,0.1,1,0.1,0,0.0,0,0.0
23,610297,7230,Sch Of Leadership HS,272,0,0.0,268,98.5,1,0.4,0,0.0,2,0.7,0,0.0,0,0.0,1,0.4,0,0.0
23,610296,7220,Sch Of Technology HS,289,1,0.3,288,99.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
23,610310,7370,Sch Of The Arts HS,369,1,0.3,361,97.8,0,0.0,0,0.0,3,0.8,3,0.8,1,0.3,0,0.0,0,0.0
23,610375,7580,Tilden AA HS,167,1,0.6,125,74.9,0,0.0,0,0.0,41,24.6,0,0.0,0,0.0,0,0.0,0,0.0
23,609735,1590,Tilden HS,467,23,4.9,324,69.4,0,0.0,0,0.0,104,22.3,0,0.0,9,1.9,5,1.1,2,0.4
23,609739,1630,Washington G. HS,"1,442",102,7.1,138,9.6,9,0.6,0,0.0,"1,187",82.3,4,0.3,2,0.1,0,0.0,0,0.0
24,610307,7340,BEST HS,251,0,0.0,239,95.2,0,0.0,0,0.0,12,4.8,0,0.0,0,0.0,0,0.0,0,0.0
24,610309,7360,Chicago Discovery HS,321,2,0.6,201,62.6,1,0.3,0,0.0,115,35.8,1,0.3,0,0.0,1,0.3,0,0.0
24,609675,7670,Chicago Voc AA HS,270,0,0.0,260,96.3,0,0.0,0,0.0,10,3.7,0,0.0,0,0.0,0,0.0,0,0.0
24,609674,1010,Chicago Voc HS,"1,106",1,0.1,"1,087",98.3,1,0.1,1,0.1,11,1.0,3,0.3,0,0.0,2,0.2,0,0.0
24,610324,7550,Global Visions HS,140,0,0.0,128,91.4,0,0.0,0,0.0,12,8.6,0,0.0,0,0.0,0,0.0,0,0.0
