School ID,School Name,School Network,School Year,Time Period1,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),"% of Misconducts Resulting in a Suspension
(includes ISS and OSS)",# of ISS,% of Misconducts Resulting in an ISS,ISS per 100 Students,# of Unique Students Receiving ISS,% of Unique Students Receiving ISS,Average Length of ISS,# of OSS,% of Misconducts Resulting in an OSS,OSS per 100 Students,# of Unique Students Receiving OSS,% of Unique Students Receiving OSS,Average Length of OSS,# of Police Notifications,% of Misconducts Resulting in a Police Notification,Police Notifications per 100 Students,# of Unique Students Receiving Police Notification,% of Unique Students Receiving Police Notification,# of Students Expelled,Expulsions per 100 Students
610093,NEIL,Network 12,2013-2014,EOY,98,44,35,19,38,38.8,2,2,0.6,2,0.6,1,36,36.7,10.8,25,7.5,2.47,4,4.1,1.2,4,1.2,0,0
610093,NEIL,Network 12,2014-2015,S1,36,12,15,9,5,13.9,1,2.8,0.34,1,0.3,1,5,13.9,1.68,4,1.3,1.6,0,0,0,0,0,0,0
610093,NEIL,Network 12,2014-2015,EOY,91,50,28,13,15,16.5,2,2.2,0.65,2,0.7,1,14,15.4,4.58,10,3.3,2,0,0,0,0,0,0,0
610094,NETTELHORST,ES Network - Ravenswood-Ridge,2011-2012,EOY,28,16,11,1,10,35.7,5,17.9,0.7,5,0.7,1.4,5,17.9,0.7,4,0.6,1.8,0,0,0,0,0,0,0
610094,NETTELHORST,ES Network - Ravenswood-Ridge,2012-2013,EOY,142,105,37,0,23,16.2,14,9.9,1.91,12,1.6,1.07,9,6.3,1.23,7,1,2.33,0,0,0,0,0,0,0
610094,NETTELHORST,Network 4,2013-2014,S1,10,8,2,0,1,10,0,0,0,0,0,0,1,10,0.13,1,0.1,1,0,0,0,0,0,0,0
610094,NETTELHORST,Network 4,2013-2014,EOY,38,21,16,1,15,39.5,3,7.9,0.38,3,0.4,1,12,31.6,1.51,6,0.8,1.42,0,0,0,0,0,0,0
610094,NETTELHORST,Network 4,2014-2015,S1,152,142,10,0,3,2,2,1.3,0.24,2,0.2,1,1,0.7,0.12,1,0.1,1,0,0,0,0,0,0,0
610094,NETTELHORST,Network 4,2014-2015,EOY,162,151,11,0,4,2.5,3,1.9,0.36,3,0.4,1.67,1,0.6,0.12,1,0.1,1,0,0,0,0,0,0,0
610284,NEW FIELD,ES Network - Ravenswood-Ridge,2011-2012,EOY,21,14,5,2,5,23.8,4,19,0.59,4,0.6,1.5,1,4.8,0.15,1,0.1,2,2,9.5,0.3,2,0.3,0,0
610284,NEW FIELD,ES Network - Ravenswood-Ridge,2012-2013,EOY,23,17,6,0,5,21.7,2,8.7,0.34,2,0.3,1,3,13,0.5,3,0.5,1,0,0,0,0,0,0,0
610284,NEW FIELD,Network 2,2013-2014,S1,17,13,4,0,4,23.5,2,11.8,0.34,2,0.3,1,2,11.8,0.34,2,0.3,1,0,0,0,0,0,0,0
610284,NEW FIELD,Network 2,2013-2014,EOY,52,37,15,0,10,19.2,6,11.5,1,6,1,1,4,7.7,0.67,3,0.5,1,0,0,0,0,0,0,0
610284,NEW FIELD,Network 2,2014-2015,S1,48,28,20,0,2,4.2,0,0,0,0,0,0,2,4.2,0.33,2,0.3,1,0,0,0,0,0,0,0
610284,NEW FIELD,Network 2,2014-2015,EOY,118,89,29,0,6,5.1,2,1.7,0.33,2,0.3,1,5,4.2,0.83,4,0.7,1,0,0,0,0,0,0,0
610323,NEW MILLENNIUM HS,HS Network - South Side,2011-2012,EOY,3336,2684,558,94,3329,99.8,1793,53.7,270.82,462,69.8,1.17,1536,46,232,457,69,2.61,82,2.5,12.39,70,10.6,6,0.91
610193,NEW SULLIVAN,ES Network - Skyway,2011-2012,EOY,150,20,95,35,133,88.7,3,2,0.58,3,0.6,1.33,130,86.7,25.04,89,17.1,2.92,0,0,0,0,0,0,0
610193,NEW SULLIVAN,ES Network - Skyway,2012-2013,EOY,171,45,115,11,159,93,9,5.3,1.75,9,1.8,1.11,155,90.6,30.14,80,15.6,2.04,0,0,0,0,0,0,0
610193,NEW SULLIVAN,Network 12,2013-2014,S1,109,27,74,8,109,100,0,0,0,0,0,0,109,100,21.71,69,13.7,1.64,0,0,0,0,0,0,0
610193,NEW SULLIVAN,Network 12,2013-2014,EOY,149,45,92,12,135,90.6,0,0,0,0,0,0,135,90.6,26.28,77,15,1.76,0,0,0,0,0,0,0
610193,NEW SULLIVAN,Network 12,2014-2015,S1,52,26,24,2,18,34.6,6,11.5,1.19,6,1.2,1,12,23.1,2.38,11,2.2,2,0,0,0,0,0,0,0
610193,NEW SULLIVAN,Network 12,2014-2015,EOY,82,32,47,3,34,41.5,8,9.8,1.54,6,1.2,1.13,26,31.7,5,20,3.8,2.04,0,0,0,0,0,0,0
610095,NEWBERRY,ES Network - Fullerton,2011-2012,EOY,51,5,44,2,37,72.5,4,7.8,0.72,4,0.7,1,33,64.7,5.98,20,3.6,1.55,0,0,0,0,0,0,0
610095,NEWBERRY,ES Network - Fullerton,2012-2013,EOY,61,9,50,2,38,62.3,8,13.1,1.43,8,1.4,1.25,31,50.8,5.55,21,3.8,1.74,0,0,0,0,0,0,0
610095,NEWBERRY,Network 4,2013-2014,S1,25,3,22,0,23,92,6,24,1.07,6,1.1,1,19,76,3.39,13,2.3,1.26,2,8,0.36,2,0.4,0,0
610095,NEWBERRY,Network 4,2013-2014,EOY,43,7,36,0,34,79.1,11,25.6,1.98,10,1.8,1,26,60.5,4.67,17,3.1,1.38,2,4.7,0.36,2,0.4,0,0
610095,NEWBERRY,Network 4,2014-2015,S1,118,64,50,4,21,17.8,10,8.5,1.76,9,1.6,1.2,11,9.3,1.93,9,1.6,2.75,0,0,0,0,0,0,0
610095,NEWBERRY,Network 4,2014-2015,EOY,216,118,93,5,44,20.4,19,8.8,3.35,14,2.5,1.16,26,12,4.58,16,2.8,2.14,0,0,0,0,0,0,0
609793,NICHOLSON TECH ACAD,ES Network - Englewood-Gresham,2011-2012,EOY,62,1,60,1,62,100,0,0,0,0,0,0,62,100,13.5,49,10.7,3.84,0,0,0,0,0,0,0
609793,NICHOLSON TECH ACAD,ES Network - Englewood-Gresham,2012-2013,EOY,137,5,122,10,132,96.4,10,7.3,2.16,10,2.2,1.6,122,89.1,26.41,72,15.6,3.14,5,3.6,1.08,5,1.1,0,0
609793,NICHOLSON TECH ACAD,Network 11,2013-2014,S1,125,36,85,4,72,57.6,25,20,4.37,20,3.5,1.76,53,42.4,9.26,34,5.9,2.47,4,3.2,0.7,4,0.7,0,0
609793,NICHOLSON TECH ACAD,Network 11,2013-2014,EOY,184,58,118,8,102,55.4,35,19,6.11,24,4.2,1.83,73,39.7,12.74,39,6.8,2.67,6,3.3,1.05,4,0.7,0,0
609793,NICHOLSON TECH ACAD,Network 11,2014-2015,S1,13,1,12,0,11,84.6,10,76.9,1.77,10,1.8,2.7,1,7.7,0.18,1,0.2,3,0,0,0,0,0,0,0
609793,NICHOLSON TECH ACAD,Network 11,2014-2015,EOY,44,15,28,1,25,56.8,18,40.9,3.17,14,2.5,2.56,7,15.9,1.23,6,1.1,3.29,1,2.3,0.18,1,0.2,2,0.35
610096,NIGHTINGALE,ES Network - Midway,2011-2012,EOY,187,76,95,16,182,97.3,43,23,3.1,35,2.5,1.16,139,74.3,10.03,71,5.1,1.82,1,0.5,0.07,1,0.1,0,0
610096,NIGHTINGALE,ES Network - Midway,2012-2013,EOY,99,5,78,16,99,100,10,10.1,0.72,8,0.6,1.1,89,89.9,6.38,52,3.7,1.92,0,0,0,0,0,0,0
610096,NIGHTINGALE,Network 8,2013-2014,S1,41,12,26,3,39,95.1,4,9.8,0.29,4,0.3,1,35,85.4,2.54,25,1.8,1.89,1,2.4,0.07,1,0.1,0,0
610096,NIGHTINGALE,Network 8,2013-2014,EOY,87,14,62,11,84,96.6,4,4.6,0.29,4,0.3,1,80,92,5.84,49,3.6,1.89,3,3.4,0.22,3,0.2,0,0
610096,NIGHTINGALE,Network 8,2014-2015,S1,35,17,17,1,6,17.1,0,0,0,0,0,0,6,17.1,0.46,6,0.5,1.33,0,0,0,0,0,0,0
610096,NIGHTINGALE,Network 8,2014-2015,EOY,47,23,21,3,12,25.5,0,0,0,0,0,0,12,25.5,0.91,9,0.7,1.42,0,0,0,0,0,0,0
610097,NIXON,ES Network - Fullerton,2011-2012,EOY,45,2,31,12,44,97.8,3,6.7,0.29,3,0.3,1,41,91.1,3.93,30,2.9,1.37,6,13.3,0.58,6,0.6,0,0
610097,NIXON,ES Network - Fullerton,2012-2013,EOY,92,56,28,8,57,62,24,26.1,2.22,19,1.8,1.29,37,40.2,3.43,30,2.8,1.84,2,2.2,0.19,2,0.2,0,0
610097,NIXON,Network 4,2013-2014,S1,55,43,10,2,31,56.4,19,34.5,1.79,14,1.3,1.53,13,23.6,1.22,12,1.1,1.77,0,0,0,0,0,0,0
610097,NIXON,Network 4,2013-2014,EOY,126,96,26,4,67,53.2,46,36.5,4.36,31,2.9,1.59,26,20.6,2.47,21,2,1.65,0,0,0,0,0,0,0
610097,NIXON,Network 4,2014-2015,S1,28,22,4,2,6,21.4,5,17.9,0.51,5,0.5,2,2,7.1,0.2,2,0.2,2,0,0,0,0,0,0,0
610097,NIXON,Network 4,2014-2015,EOY,86,67,15,4,23,26.7,20,23.3,2.03,14,1.4,1.6,7,8.1,0.71,4,0.4,1.57,1,1.2,0.1,1,0.1,0,0
400045,NKRUMAH,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,0.33
610098,NOBEL,ES Network - Garfield-Humboldt,2011-2012,EOY,153,79,59,15,86,56.2,21,13.7,2.66,13,1.6,2,65,42.5,8.23,33,4.2,1.91,5,3.3,0.63,4,0.5,0,0
610098,NOBEL,ES Network - Garfield-Humboldt,2012-2013,EOY,139,39,82,18,99,71.2,26,18.7,3.1,21,2.5,1.27,73,52.5,8.7,31,3.7,1.82,10,7.2,1.19,8,1,0,0
610098,NOBEL,Network 5,2013-2014,S1,14,6,7,1,13,92.9,8,57.1,0.93,7,0.8,1.75,5,35.7,0.58,5,0.6,2.2,0,0,0,0,0,0,0
610098,NOBEL,Network 5,2013-2014,EOY,84,39,41,4,30,35.7,18,21.4,2.08,14,1.6,1.61,12,14.3,1.39,10,1.2,2.58,4,4.8,0.46,3,0.3,0,0
610098,NOBEL,Network 5,2014-2015,S1,41,9,29,3,20,48.8,11,26.8,1.3,8,0.9,1.82,9,22,1.07,5,0.6,1.67,6,14.6,0.71,5,0.6,0,0
610098,NOBEL,Network 5,2014-2015,EOY,101,37,52,12,41,40.6,16,15.8,1.9,12,1.4,1.75,25,24.8,2.96,9,1.1,1.56,8,7.9,0.95,5,0.6,0,0
400170,NOBLE - ACADEMY HS,Charter,2014-2015,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,0.52
400170,NOBLE - ACADEMY HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,3.72
400157,NOBLE - BAKER HS,Charter,2014-2015,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,0.77
400157,NOBLE - BAKER HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,4.77
400097,NOBLE - BULLS HS,Charter,2014-2015,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,0.56
400097,NOBLE - BULLS HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25,2.41
400156,NOBLE - BUTLER HS,Charter,2014-2015,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,1.5
400156,NOBLE - BUTLER HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8,3.07
400052,NOBLE - COMER HS,Charter,2014-2015,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8,0.79
400052,NOBLE - COMER HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16,1.6
400118,NOBLE - DRW HS,Charter,2014-2015,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,1.11
400118,NOBLE - DRW HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,1.58
400053,NOBLE - GOLDER HS,Charter,2014-2015,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,0.16
400053,NOBLE - GOLDER HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,0.32
400117,NOBLE - HANSBERRY HS,Charter,2014-2015,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,0.62
400117,NOBLE - HANSBERRY HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,2.7
400169,NOBLE - ITW SPEER HS,Charter,2014-2015,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,1.08
400169,NOBLE - ITW SPEER HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,1.47
400106,NOBLE - JOHNSON HS,Charter,2014-2015,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,1.33
400106,NOBLE - JOHNSON HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,3.23
400098,NOBLE - MUCHIN HS,Charter,2014-2015,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,0.24
400098,NOBLE - MUCHIN HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,0.84
400051,NOBLE - NOBLE HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,0.49
400054,NOBLE - PRITZKER HS,Charter,2014-2015,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,0.22
400054,NOBLE - PRITZKER HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,0.76
400055,NOBLE - RAUNER HS,Charter,2014-2015,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,0.16
400055,NOBLE - RAUNER HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,0.83
400056,NOBLE - ROWE CLARK HS,Charter,2014-2015,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,0.16
400056,NOBLE - ROWE CLARK HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24,4.01
400057,NOBLE - UIC HS,Charter,2014-2015,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,0.23
400057,NOBLE - UIC HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,0.57
400097,NOBLE ST CHTR-CHGO BULLS,Network - Charter/Contract,2011-2012,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18,2.56
400097,NOBLE ST CHTR-CHGO BULLS,Network - Charter/Contract,2012-2013,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18,1.83
400097,NOBLE ST CHTR-CHGO BULLS,Charter,2013-2014,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,0.67
400097,NOBLE ST CHTR-CHGO BULLS,Charter,2013-2014,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,2.56
400052,NOBLE ST CHTR-COMER,Network - Charter/Contract,2011-2012,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8,1.16
400052,NOBLE ST CHTR-COMER,Network - Charter/Contract,2012-2013,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18,2.26
400052,NOBLE ST CHTR-COMER,Charter,2013-2014,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,0.63
400052,NOBLE ST CHTR-COMER,Charter,2013-2014,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,1.5
400053,NOBLE ST CHTR-GOLDER,Network - Charter/Contract,2011-2012,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,0.35
400053,NOBLE ST CHTR-GOLDER,Network - Charter/Contract,2012-2013,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,0.33
400053,NOBLE ST CHTR-GOLDER,Charter,2013-2014,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,0.48
400053,NOBLE ST CHTR-GOLDER,Charter,2013-2014,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,0.65
400098,NOBLE ST CHTR-MUCHIN,Network - Charter/Contract,2011-2012,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,0.88
400098,NOBLE ST CHTR-MUCHIN,Network - Charter/Contract,2012-2013,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,1.53
400098,NOBLE ST CHTR-MUCHIN,Charter,2013-2014,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,0.57
400098,NOBLE ST CHTR-MUCHIN,Charter,2013-2014,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,1.04
400051,NOBLE ST CHTR-NOBLE,Network - Charter/Contract,2011-2012,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,0.17
400051,NOBLE ST CHTR-NOBLE,Network - Charter/Contract,2012-2013,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,0.16
400051,NOBLE ST CHTR-NOBLE,Charter,2013-2014,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,0.17
400051,NOBLE ST CHTR-NOBLE,Charter,2013-2014,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,0.33
400054,NOBLE ST CHTR-PRITZKER,Network - Charter/Contract,2011-2012,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,0.42
400054,NOBLE ST CHTR-PRITZKER,Network - Charter/Contract,2012-2013,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,0.25
400054,NOBLE ST CHTR-PRITZKER,Charter,2013-2014,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,0.23
400054,NOBLE ST CHTR-PRITZKER,Charter,2013-2014,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,0.59
400055,NOBLE ST CHTR-RAUNER,Network - Charter/Contract,2011-2012,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,0.87
400055,NOBLE ST CHTR-RAUNER,Network - Charter/Contract,2012-2013,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,0.97
400055,NOBLE ST CHTR-RAUNER,Charter,2013-2014,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,0.16
400055,NOBLE ST CHTR-RAUNER,Charter,2013-2014,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,0.16
400056,NOBLE ST CHTR-ROWE CLARK,Network - Charter/Contract,2011-2012,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,1.32
400056,NOBLE ST CHTR-ROWE CLARK,Network - Charter/Contract,2012-2013,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,0.66
400056,NOBLE ST CHTR-ROWE CLARK,Charter,2013-2014,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,1.37
400056,NOBLE ST CHTR-ROWE CLARK,Charter,2013-2014,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16,2.52
400057,NOBLE ST CHTR-UIC,Network - Charter/Contract,2011-2012,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,0.27
400057,NOBLE ST CHTR-UIC,Network - Charter/Contract,2012-2013,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,0.26
400057,NOBLE ST CHTR-UIC,Charter,2013-2014,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,0.12
400106,NOBLE STREET CHTR - JOHNSON,Network - Charter/Contract,2011-2012,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,4.54
400106,NOBLE STREET CHTR - JOHNSON,Network - Charter/Contract,2012-2013,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,3.6
400106,NOBLE STREET CHTR - JOHNSON,Charter,2013-2014,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,1.17
400106,NOBLE STREET CHTR - JOHNSON,Charter,2013-2014,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,2.76
400118,NOBLE STREET CHTR - PURPLE,Network - Charter/Contract,2012-2013,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,5.18
400118,NOBLE STREET CHTR - PURPLE,Charter,2013-2014,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,2.19
400118,NOBLE STREET CHTR - PURPLE,Charter,2013-2014,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16,4.06
400117,NOBLE STREET CHTR - SILVER,Network - Charter/Contract,2012-2013,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,2.01
400117,NOBLE STREET CHTR - SILVER,Charter,2013-2014,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,0.82
400117,NOBLE STREET CHTR - SILVER,Charter,2013-2014,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,2.55
400156,NOBLE STREET CHTR CRIMSON,Charter,2013-2014,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,1.02
400157,NOBLE STREET CHTR ORANGE,Charter,2013-2014,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,2.79
400058,NORTH LAWNDALE - CHRISTIANA HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,0.75
400059,NORTH LAWNDALE - COLLINS HS,Charter,2014-2015,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,0.49
400059,NORTH LAWNDALE - COLLINS HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,0.5
610354,NORTH RIVER,ES Network - O'Hare,2011-2012,EOY,40,5,33,2,37,92.5,9,22.5,2.6,8,2.3,2.22,28,70,8.1,15,4.3,3.36,3,7.5,0.87,2,0.6,0,0
610354,NORTH RIVER,ES Network - O'Hare,2012-2013,EOY,41,4,35,2,33,80.5,8,19.5,2.12,5,1.3,2.25,25,61,6.61,16,4.2,2.04,7,17.1,1.85,4,1.1,0,0
610354,NORTH RIVER,Network 1,2013-2014,S1,17,13,4,0,3,17.6,0,0,0,0,0,0,3,17.6,0.76,3,0.8,2.33,0,0,0,0,0,0,0
610354,NORTH RIVER,Network 1,2013-2014,EOY,40,30,8,2,10,25,4,10,1.02,3,0.8,1,7,17.5,1.78,6,1.5,2.57,0,0,0,0,0,0,0
610354,NORTH RIVER,Network 1,2014-2015,S1,3,1,2,0,2,66.7,2,66.7,0.55,2,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
610354,NORTH RIVER,Network 1,2014-2015,EOY,9,3,6,0,3,33.3,3,33.3,0.83,3,0.8,1,1,11.1,0.28,1,0.3,1,0,0,0,0,0,0,0
609691,NORTH-GRAND HS,HS Network - West Side,2011-2012,EOY,289,6,236,47,289,100,93,32.2,10.69,93,10.7,1.34,196,67.8,22.54,137,15.8,3.99,49,17,5.63,44,5.1,0,0
609691,NORTH-GRAND HS,HS Network - West Side,2012-2013,EOY,923,290,508,125,907,98.3,347,37.6,39.26,213,24.1,1,563,61,63.7,254,28.7,2.91,5,0.5,0.57,4,0.5,1,0.11
609691,NORTH-GRAND HS,Network 5,2013-2014,S1,713,545,126,42,669,93.8,464,65.1,51.14,238,26.2,1,206,28.9,22.7,115,12.7,3.09,2,0.3,0.22,2,0.2,0,0
609691,NORTH-GRAND HS,Network 5,2013-2014,EOY,1532,1153,305,74,1455,95,1021,66.6,114.15,363,40.6,1,435,28.4,48.63,211,23.6,3.15,2,0.1,0.22,2,0.2,0,0
609691,NORTH-GRAND HS,Network 5,2014-2015,S1,631,488,93,50,516,81.8,409,64.8,44.76,221,24.2,1,108,17.1,11.82,69,7.6,3.3,5,0.8,0.55,5,0.5,0,0
609691,NORTH-GRAND HS,Network 5,2014-2015,EOY,1430,1110,225,95,1152,80.6,895,62.6,98.35,352,38.7,1,258,18,28.35,149,16.4,2.97,6,0.4,0.66,6,0.7,0,0
609744,NORTHSIDE LEARNING HS,HS Network - North-Northwest Side,2011-2012,EOY,30,4,22,4,23,76.7,1,3.3,0.35,1,0.4,1,22,73.3,7.7,18,6.3,1.91,0,0,0,0,0,0,0
609744,NORTHSIDE LEARNING HS,HS Network - North-Northwest Side,2012-2013,EOY,37,3,31,3,31,83.8,0,0,0,0,0,0,31,83.8,10.99,25,8.9,1.52,1,2.7,0.35,1,0.4,0,0
