School ID,School Name,School Network,School Year,Time Period1,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),"% of Misconducts Resulting in a Suspension
(includes ISS and OSS)",# of ISS,% of Misconducts Resulting in an ISS,ISS per 100 Students,# of Unique Students Receiving ISS,% of Unique Students Receiving ISS,Average Length of ISS,# of OSS,% of Misconducts Resulting in an OSS,OSS per 100 Students,# of Unique Students Receiving OSS,% of Unique Students Receiving OSS,Average Length of OSS,# of Police Notifications,% of Misconducts Resulting in a Police Notification,Police Notifications per 100 Students,# of Unique Students Receiving Police Notification,% of Unique Students Receiving Police Notification,# of Students Expelled,Expulsions per 100 Students
610067,MCKAY,Network 10,2013-2014,S1,75,11,59,5,73,97.3,0,0,0,0,0,0,73,97.3,8.36,53,6.1,2.08,4,5.3,0.46,4,0.5,1,0.11
610067,MCKAY,Network 10,2013-2014,EOY,157,31,108,18,151,96.2,1,0.6,0.11,1,0.1,3,151,96.2,17.24,94,10.7,2.16,8,5.1,0.91,6,0.7,1,0.11
610067,MCKAY,Network 10,2014-2015,S1,70,35,28,7,27,38.6,12,17.1,1.43,12,1.4,1.42,15,21.4,1.79,11,1.3,2.33,5,7.1,0.6,5,0.6,0,0
610067,MCKAY,Network 10,2014-2015,EOY,112,52,46,14,53,47.3,18,16.1,2.14,18,2.1,1.44,35,31.3,4.17,27,3.2,2.43,11,9.8,1.31,10,1.2,0,0
610282,MCNAIR,ES Network - Austin-North Lawndale,2011-2012,EOY,265,5,256,4,262,98.9,19,7.2,4.45,12,2.8,1.37,243,91.7,56.94,127,29.8,1.6,0,0,0,0,0,0,0
610282,MCNAIR,ES Network - Austin-North Lawndale,2012-2013,EOY,301,7,283,11,300,99.7,80,26.6,19.95,56,14,1.51,245,81.4,61.1,105,26.2,1.64,4,1.3,1,4,1,0,0
610282,MCNAIR,Network 3,2013-2014,S1,89,4,80,5,86,96.6,24,27,6.39,17,4.5,1.54,67,75.3,17.84,42,11.2,1.63,0,0,0,0,0,0,0
610282,MCNAIR,Network 3,2013-2014,EOY,181,5,166,10,177,97.8,47,26,12.32,32,8.4,1.38,142,78.5,37.23,66,17.3,1.63,0,0,0,0,0,0,0
610282,MCNAIR,AUSL,2014-2015,S1,312,242,68,2,58,18.6,34,10.9,8.79,31,8,1.53,34,10.9,8.79,28,7.2,1.53,0,0,0,0,0,0,0
610282,MCNAIR,AUSL,2014-2015,EOY,479,261,193,25,172,35.9,118,24.6,30.1,67,17.1,1.61,83,17.3,21.17,59,15,2.04,1,0.2,0.26,1,0.3,0,0
610070,MCPHERSON,ES Network - Ravenswood-Ridge,2011-2012,EOY,14,2,9,3,11,78.6,5,35.7,0.72,5,0.7,1.8,6,42.9,0.87,6,0.9,2.33,3,21.4,0.43,3,0.4,0,0
610070,MCPHERSON,ES Network - Ravenswood-Ridge,2012-2013,EOY,21,3,15,3,17,81,6,28.6,0.87,4,0.6,1.5,12,57.1,1.73,9,1.3,2.67,0,0,0,0,0,0,0
610070,MCPHERSON,Network 2,2013-2014,S1,48,14,33,1,36,75,31,64.6,3.76,28,3.4,1.23,5,10.4,0.61,5,0.6,2.8,0,0,0,0,0,0,0
610070,MCPHERSON,Network 2,2013-2014,EOY,68,18,46,4,48,70.6,40,58.8,4.84,32,3.9,1.18,9,13.2,1.09,9,1.1,3,0,0,0,0,0,0,0
610070,MCPHERSON,Network 2,2014-2015,S1,35,18,15,2,11,31.4,9,25.7,1.14,7,0.9,1.11,2,5.7,0.25,2,0.3,1,0,0,0,0,0,0,0
610070,MCPHERSON,Network 2,2014-2015,EOY,84,42,37,5,22,26.2,18,21.4,2.29,11,1.4,1.11,6,7.1,0.76,5,0.6,1.67,1,1.2,0.13,1,0.1,0,0
610293,MELODY,ES Network - Garfield-Humboldt,2011-2012,EOY,15,5,5,5,13,86.7,4,26.7,1.33,4,1.3,1,9,60,3,9,3,4.33,0,0,0,0,0,0,0
610293,MELODY,ES Network - Garfield-Humboldt,2012-2013,EOY,23,4,13,6,23,100,6,26.1,2.14,4,1.4,1.33,18,78.3,6.42,15,5.3,2.94,2,8.7,0.71,2,0.7,1,0.36
610293,MELODY,Network 5,2013-2014,S1,148,85,63,0,58,39.2,43,29.1,7.04,38,6.2,1.77,16,10.8,2.62,15,2.5,1.5,0,0,0,0,0,0,0
610293,MELODY,Network 5,2013-2014,EOY,169,87,79,3,79,46.7,44,26,7.14,38,6.2,1.84,36,21.3,5.84,30,4.9,1.83,0,0,0,0,0,0,0
610293,MELODY,Network 5,2014-2015,S1,233,122,109,2,91,39.1,72,30.9,12.12,59,9.9,1.01,19,8.2,3.2,16,2.7,1.63,2,0.9,0.34,2,0.3,0,0
610293,MELODY,Network 5,2014-2015,EOY,234,123,109,2,91,38.9,72,30.8,12.32,59,10.1,1.01,19,8.1,3.25,16,2.7,1.63,2,0.9,0.34,2,0.3,0,0
609902,METCALFE,ES Network - Lake Calumet,2011-2012,EOY,104,76,20,8,102,98.1,0,0,0,0,0,0,102,98.1,20.9,55,11.3,2.95,0,0,0,0,0,0,0
609902,METCALFE,ES Network - Lake Calumet,2012-2013,EOY,183,117,62,4,177,96.7,0,0,0,0,0,0,177,96.7,39.3,92,20.4,2.95,3,1.6,0.67,3,0.7,0,0
609902,METCALFE,Network 13,2013-2014,S1,97,58,35,4,97,100,0,0,0,0,0,0,97,100,18.97,55,10.8,2.85,1,1,0.2,1,0.2,0,0
609902,METCALFE,Network 13,2013-2014,EOY,149,86,57,6,149,100,0,0,0,0,0,0,149,100,29.44,70,13.8,2.73,1,0.7,0.2,1,0.2,0,0
609902,METCALFE,Network 13,2014-2015,S1,246,183,62,1,79,32.1,51,20.7,10.77,38,8,1.49,56,22.8,11.82,38,8,1.39,2,0.8,0.42,2,0.4,0,0
609902,METCALFE,Network 13,2014-2015,EOY,385,309,72,4,140,36.4,101,26.2,21.88,67,14.5,1.37,77,20,16.68,49,10.6,1.43,4,1,0.87,4,0.9,1,0.22
610551,MILBURN ALTERNATIVE ES,Network - Alternative,2011-2012,EOY,16,2,10,4,1,6.3,0,0,0,0,0,0,1,6.3,6.47,1,6.5,5,4,25,25.87,2,12.9,0,0
610551,MILBURN ALTERNATIVE ES,Network - Alternative,2012-2013,EOY,5,1,4,0,3,60,0,0,0,0,0,0,3,60,20.91,3,20.9,2,0,0,0,0,0,0,0
610552,MILBURN ALTERNATIVE HS,Network - Alternative,2011-2012,EOY,24,1,18,5,2,8.3,0,0,0,0,0,0,2,8.3,4.42,2,4.4,5,2,8.3,4.42,2,4.4,0,0
610552,MILBURN ALTERNATIVE HS,Network - Alternative,2012-2013,EOY,8,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610171,MIRELES,ES Network - Skyway,2011-2012,EOY,70,5,50,15,64,91.4,16,22.9,1.79,14,1.6,1.13,48,68.6,5.36,28,3.1,3.75,21,30,2.35,14,1.6,0,0
610171,MIRELES,ES Network - Skyway,2012-2013,EOY,144,45,83,16,141,97.9,4,2.8,0.49,4,0.5,1.25,137,95.1,16.85,91,11.2,2.74,9,6.3,1.11,8,1,1,0.12
610171,MIRELES,Network 12,2013-2014,S1,62,21,39,2,41,66.1,6,9.7,0.83,6,0.8,1.33,36,58.1,4.96,30,4.1,2.33,3,4.8,0.41,3,0.4,0,0
610171,MIRELES,Network 12,2013-2014,EOY,153,43,104,6,112,73.2,8,5.2,1.11,7,1,1.5,105,68.6,14.58,72,10,2.51,8,5.2,1.11,8,1.1,1,0.14
610171,MIRELES,Network 12,2014-2015,S1,18,9,8,1,11,61.1,9,50,1.28,8,1.1,2,2,11.1,0.28,2,0.3,2.5,2,11.1,0.28,2,0.3,0,0
610171,MIRELES,Network 12,2014-2015,EOY,35,22,12,1,21,60,11,31.4,1.57,10,1.4,2.09,10,28.6,1.43,9,1.3,2.7,5,14.3,0.71,5,0.7,0,0
610073,MITCHELL,ES Network - Fulton,2011-2012,EOY,25,8,15,2,20,80,4,16,1.17,4,1.2,2.25,16,64,4.66,10,2.9,2,2,8,0.58,1,0.3,0,0
610073,MITCHELL,ES Network - Fulton,2012-2013,EOY,31,17,14,0,11,35.5,0,0,0,0,0,0,11,35.5,3.21,11,3.2,1.09,0,0,0,0,0,0,0
610073,MITCHELL,Network 5,2013-2014,S1,12,3,9,0,8,66.7,0,0,0,0,0,0,8,66.7,2.21,8,2.2,1,1,8.3,0.28,1,0.3,0,0
610073,MITCHELL,Network 5,2013-2014,EOY,31,11,20,0,15,48.4,0,0,0,0,0,0,15,48.4,4.15,13,3.6,1.07,2,6.5,0.55,2,0.6,0,0
610073,MITCHELL,Network 5,2014-2015,S1,28,8,20,0,7,25,2,7.1,0.55,2,0.5,1,5,17.9,1.37,4,1.1,1,0,0,0,0,0,0,0
610073,MITCHELL,Network 5,2014-2015,EOY,57,18,39,0,9,15.8,4,7,1.1,4,1.1,1,5,8.8,1.38,4,1.1,1,0,0,0,0,0,0,0
610276,MOLLISON,ES Network - Burnham Park,2011-2012,EOY,50,3,44,3,50,100,2,4,0.83,2,0.8,1.5,48,96,19.88,30,12.4,1.81,3,6,1.24,3,1.2,0,0
610276,MOLLISON,ES Network - Burnham Park,2012-2013,EOY,33,1,17,15,31,93.9,4,12.1,1.62,4,1.6,2.5,27,81.8,10.96,17,6.9,3.11,8,24.2,3.25,6,2.4,0,0
610276,MOLLISON,Network 9,2013-2014,S1,37,14,19,4,33,89.2,1,2.7,0.2,1,0.2,1,32,86.5,6.34,21,4.2,2.56,2,5.4,0.4,2,0.4,0,0
610276,MOLLISON,Network 9,2013-2014,EOY,71,20,44,7,63,88.7,4,5.6,0.79,4,0.8,1.5,59,83.1,11.61,37,7.3,2.73,7,9.9,1.38,6,1.2,2,0.39
610276,MOLLISON,Network 9,2014-2015,S1,84,57,25,2,25,29.8,17,20.2,3.71,15,3.3,1.71,9,10.7,1.96,8,1.7,1.67,1,1.2,0.22,1,0.2,0,0
610276,MOLLISON,Network 9,2014-2015,EOY,143,73,59,11,57,39.9,24,16.8,5.35,22,4.9,1.67,34,23.8,7.58,21,4.7,3,6,4.2,1.34,2,0.4,0,0
610074,MONROE,ES Network - Fullerton,2011-2012,EOY,141,8,119,14,127,90.1,8,5.7,0.72,5,0.4,1.75,119,84.4,10.66,62,5.6,2.47,5,3.5,0.45,3,0.3,0,0
610074,MONROE,ES Network - Fullerton,2012-2013,EOY,286,216,63,7,134,46.9,77,26.9,6.83,55,4.9,1.09,62,21.7,5.5,34,3,1.81,1,0.3,0.09,1,0.1,0,0
610074,MONROE,Network 4,2013-2014,S1,50,16,27,7,40,80,4,8,0.38,4,0.4,1,36,72,3.46,25,2.4,1.75,0,0,0,0,0,0,0
610074,MONROE,Network 4,2013-2014,EOY,202,157,38,7,71,35.1,27,13.4,2.61,24,2.3,1.04,44,21.8,4.26,27,2.6,1.73,0,0,0,0,0,0,0
610074,MONROE,Network 4,2014-2015,S1,69,48,21,0,4,5.8,3,4.3,0.31,2,0.2,1.33,1,1.4,0.1,1,0.1,1,0,0,0,0,0,0,0
610074,MONROE,Network 4,2014-2015,EOY,193,100,77,16,46,23.8,13,6.7,1.33,8,0.8,1.54,33,17.1,3.37,19,1.9,2.67,1,0.5,0.1,1,0.1,0,0
610075,MONTEFIORE,ES Network - Fulton,2011-2012,EOY,54,4,37,13,52,96.3,24,44.4,100.97,16,67.3,1.08,28,51.9,117.79,15,63.1,2.04,14,25.9,58.9,12,50.5,0,0
610075,MONTEFIORE,ES Network - Fulton,2012-2013,EOY,152,92,50,10,125,82.2,20,13.2,64.75,14,45.3,1.15,105,69.1,339.92,28,90.6,1.21,12,7.9,38.85,11,35.6,0,0
610075,MONTEFIORE,Network 6,2013-2014,S1,90,63,25,2,66,73.3,0,0,0,0,0,0,66,73.3,116.3,34,59.9,1.18,2,2.2,3.52,2,3.5,0,0
610075,MONTEFIORE,Network 6,2013-2014,EOY,196,149,40,7,105,53.6,1,0.5,1.87,1,1.9,1,104,53.1,194.41,38,71,1.23,3,1.5,5.61,3,5.6,0,0
610075,MONTEFIORE,Network 6,2014-2015,S1,309,253,54,2,10,3.2,1,0.3,3.7,1,3.7,2,9,2.9,33.31,7,25.9,1.44,5,1.6,18.5,3,11.1,0,0
610075,MONTEFIORE,Network 6,2014-2015,EOY,500,436,60,4,13,2.6,4,0.8,15.54,3,11.7,2.75,9,1.8,34.96,7,27.2,1.44,5,1,19.42,3,11.7,0,0
610076,MOOS,ES Network - Fulton,2011-2012,EOY,246,139,103,4,40,16.3,0,0,0,0,0,0,40,16.3,9.67,22,5.3,1.48,5,2,1.21,5,1.2,0,0
610076,MOOS,ES Network - Fulton,2012-2013,EOY,40,5,28,7,25,62.5,2,5,0.47,2,0.5,1,23,57.5,5.44,18,4.3,2.35,6,15,1.42,6,1.4,0,0
610076,MOOS,Network 5,2013-2014,S1,46,30,14,2,11,23.9,6,13,1.19,6,1.2,1,5,10.9,0.99,5,1,2.6,0,0,0,0,0,0,0
610076,MOOS,Network 5,2013-2014,EOY,85,54,26,5,14,16.5,9,10.6,1.78,9,1.8,1,5,5.9,0.99,5,1,2.6,1,1.2,0.2,1,0.2,0,0
610076,MOOS,Network 5,2014-2015,S1,19,4,14,1,3,15.8,1,5.3,0.2,1,0.2,1,2,10.5,0.4,1,0.2,1.5,3,15.8,0.6,3,0.6,0,0
610076,MOOS,Network 5,2014-2015,EOY,26,6,19,1,3,11.5,1,3.8,0.2,1,0.2,1,2,7.7,0.39,1,0.2,1.5,4,15.4,0.78,4,0.8,0,0
610072,MORGAN,ES Network - Englewood-Gresham,2011-2012,EOY,23,12,10,1,18,78.3,0,0,0,0,0,0,18,78.3,7.5,15,6.3,2.89,4,17.4,1.67,3,1.3,0,0
610072,MORGAN,ES Network - Englewood-Gresham,2012-2013,EOY,30,7,19,4,26,86.7,6,20,2.56,6,2.6,2.33,22,73.3,9.37,18,7.7,2.55,6,20,2.56,4,1.7,0,0
609725,MORGAN PARK HS,HS Network - Far South Side,2011-2012,EOY,1086,312,653,121,984,90.6,370,34.1,24.08,253,16.5,2.14,614,56.5,39.97,382,24.9,4.54,166,15.3,10.81,111,7.2,6,0.39
609725,MORGAN PARK HS,HS Network - Far South Side,2012-2013,EOY,1376,761,499,116,1290,93.8,877,63.7,61.13,479,33.4,1.89,578,42,40.29,329,22.9,2.98,157,11.4,10.94,118,8.2,5,0.35
609725,MORGAN PARK HS,OS4,2013-2014,S1,735,468,220,47,654,89,0,0,0,0,0,0,654,89,47.25,373,26.9,2.11,39,5.3,2.82,31,2.2,4,0.29
609725,MORGAN PARK HS,OS4,2013-2014,EOY,1239,710,431,98,1091,88.1,0,0,0,0,0,0,1091,88.1,79.37,487,35.4,2.19,93,7.5,6.77,70,5.1,5,0.36
609725,MORGAN PARK HS,OS4,2014-2015,S1,345,80,188,77,173,50.1,0,0,0,0,0,0,173,50.1,12.24,126,8.9,2.8,66,19.1,4.67,54,3.8,0,0
609725,MORGAN PARK HS,OS4,2014-2015,EOY,784,177,432,175,415,52.9,0,0,0,0,0,0,415,52.9,29.92,247,17.8,2.92,118,15.1,8.51,91,6.6,3,0.22
610077,MORRILL,ES Network - Midway,2011-2012,EOY,132,76,54,2,104,78.8,8,6.1,0.98,8,1,1.25,96,72.7,11.74,60,7.3,1.63,1,0.8,0.12,1,0.1,0,0
610077,MORRILL,ES Network - Midway,2012-2013,EOY,263,175,68,20,203,77.2,109,41.4,13.04,70,8.4,2.13,100,38,11.96,55,6.6,3.38,9,3.4,1.08,9,1.1,0,0
610077,MORRILL,Network 10,2013-2014,S1,38,30,8,0,26,68.4,17,44.7,2.11,12,1.5,1.76,9,23.7,1.11,8,1,2,1,2.6,0.12,1,0.1,0,0
610077,MORRILL,Network 10,2013-2014,EOY,78,65,13,0,50,64.1,18,23.1,2.23,13,1.6,1.72,32,41,3.96,19,2.4,1.94,4,5.1,0.5,4,0.5,0,0
610077,MORRILL,Network 10,2014-2015,S1,107,80,26,1,36,33.6,13,12.1,1.53,12,1.4,1.62,23,21.5,2.7,15,1.8,2.26,8,7.5,0.94,6,0.7,0,0
610077,MORRILL,Network 10,2014-2015,EOY,271,160,102,9,107,39.5,35,12.9,4.11,29,3.4,1.37,73,26.9,8.58,44,5.2,2.07,9,3.3,1.06,6,0.7,0,0
610257,MORTON,Network - AUSL,2011-2012,EOY,263,243,20,0,263,100,0,0,0,0,0,0,263,100,78.24,112,33.3,1.81,0,0,0,0,0,0,0
610257,MORTON,Network - AUSL,2012-2013,EOY,350,2,336,12,347,99.1,6,1.7,1.67,5,1.4,1.83,342,97.7,95.34,130,36.2,1.77,0,0,0,0,0,0,0
610257,MORTON,AUSL,2013-2014,S1,194,0,190,4,194,100,0,0,0,0,0,0,194,100,47.9,86,21.2,1.79,0,0,0,0,0,0,0
610257,MORTON,AUSL,2013-2014,EOY,194,0,190,4,194,100,0,0,0,0,0,0,194,100,48.52,86,21.5,1.79,0,0,0,0,0,0,0
610257,MORTON,AUSL,2014-2015,S1,50,45,4,1,6,12,4,8,1.06,4,1.1,1.5,2,4,0.53,2,0.5,1.5,0,0,0,0,0,0,0
610257,MORTON,AUSL,2014-2015,EOY,185,155,28,2,25,13.5,6,3.2,1.62,6,1.6,1.33,19,10.3,5.12,9,2.4,2.05,2,1.1,0.54,2,0.5,0,0
610082,MOUNT GREENWOOD,ES Network - Rock Island,2011-2012,EOY,13,0,11,2,13,100,7,53.8,0.78,7,0.8,1.57,6,46.2,0.67,5,0.6,3.67,0,0,0,0,0,0,0
610082,MOUNT GREENWOOD,ES Network - Rock Island,2012-2013,EOY,10,6,4,0,10,100,5,50,0.52,5,0.5,1,5,50,0.52,4,0.4,2.2,1,10,0.1,1,0.1,0,0
610082,MOUNT GREENWOOD,Network 10,2013-2014,S1,2,0,1,1,2,100,1,50,0.1,1,0.1,2,1,50,0.1,1,0.1,5,0,0,0,0,0,0,0
610082,MOUNT GREENWOOD,Network 10,2013-2014,EOY,4,0,3,1,4,100,1,25,0.1,1,0.1,2,3,75,0.3,3,0.3,2.33,0,0,0,0,0,0,0
610082,MOUNT GREENWOOD,Network 10,2014-2015,S1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610082,MOUNT GREENWOOD,Network 10,2014-2015,EOY,8,6,1,1,2,25,2,25,0.19,2,0.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
610086,MOUNT VERNON,ES Network - Rock Island,2011-2012,EOY,66,12,40,14,54,81.8,3,4.5,1.06,3,1.1,1.33,51,77.3,17.99,28,9.9,2.08,8,12.1,2.82,6,2.1,0,0
610086,MOUNT VERNON,ES Network - Rock Island,2012-2013,EOY,200,34,146,20,67,33.5,17,8.5,5.79,13,4.4,1,50,25,17.03,33,11.2,2.06,4,2,1.36,4,1.4,0,0
610086,MOUNT VERNON,Network 13,2013-2014,S1,14,1,10,3,9,64.3,0,0,0,0,0,0,9,64.3,3.09,8,2.7,3.11,2,14.3,0.69,2,0.7,0,0
610086,MOUNT VERNON,Network 13,2013-2014,EOY,95,26,64,5,17,17.9,1,1.1,0.35,1,0.3,1,16,16.8,5.54,14,4.8,3.25,3,3.2,1.04,3,1,0,0
610086,MOUNT VERNON,Network 13,2014-2015,S1,138,32,103,3,18,13,12,8.7,4.21,10,3.5,1.33,6,4.3,2.1,5,1.8,2.33,0,0,0,0,0,0,0
610086,MOUNT VERNON,Network 13,2014-2015,EOY,169,34,131,4,24,14.2,14,8.3,4.98,12,4.3,1.43,10,5.9,3.56,8,2.8,2.4,2,1.2,0.71,1,0.4,0,0
610088,MOZART,ES Network - Fullerton,2011-2012,EOY,73,45,26,2,40,54.8,4,5.5,0.54,4,0.5,1,36,49.3,4.82,22,2.9,2,0,0,0,0,0,0,0
610088,MOZART,ES Network - Fullerton,2012-2013,EOY,169,91,63,15,59,34.9,0,0,0,0,0,0,59,34.9,7.44,38,4.8,2.58,4,2.4,0.5,3,0.4,0,0
610088,MOZART,Network 4,2013-2014,S1,49,29,20,0,16,32.7,0,0,0,0,0,0,16,32.7,1.93,10,1.2,1.94,1,2,0.12,1,0.1,0,0
610088,MOZART,Network 4,2013-2014,EOY,79,44,33,2,23,29.1,0,0,0,0,0,0,23,29.1,2.78,14,1.7,1.7,1,1.3,0.12,1,0.1,0,0
610088,MOZART,Network 4,2014-2015,S1,13,6,2,5,5,38.5,0,0,0,0,0,0,5,38.5,0.63,5,0.6,2,1,7.7,0.13,1,0.1,0,0
610088,MOZART,Network 4,2014-2015,EOY,49,23,19,7,13,26.5,0,0,0,0,0,0,13,26.5,1.64,10,1.3,1.77,1,2,0.13,1,0.1,0,0
610385,MULTICULTURAL ACAD SCHOLARSHIP,HS Network - West Side,2011-2012,EOY,91,38,37,16,71,78,15,16.5,4.89,8,2.6,2.13,56,61.5,18.26,36,11.7,2.41,8,8.8,2.61,8,2.6,0,0
610385,MULTICULTURAL ACAD SCHOLARSHIP,HS Network - West Side,2012-2013,EOY,278,181,84,13,266,95.7,167,60.1,58.21,80,27.9,1.37,99,35.6,34.51,63,22,2.28,1,0.4,0.35,1,0.3,0,0
610385,MULTICULTURAL ACAD SCHOLARSHIP,Network 7,2013-2014,S1,155,98,53,4,144,92.9,86,55.5,30.88,57,20.5,1.03,58,37.4,20.83,37,13.3,2.43,1,0.6,0.36,1,0.4,0,0
610385,MULTICULTURAL ACAD SCHOLARSHIP,Network 7,2013-2014,EOY,257,168,79,10,243,94.6,146,56.8,52.71,80,28.9,1.05,97,37.7,35.02,51,18.4,2.43,2,0.8,0.72,2,0.7,0,0
610385,MULTICULTURAL ACAD SCHOLARSHIP,Network 7,2014-2015,S1,6,2,1,3,5,83.3,1,16.7,0.37,1,0.4,2,5,83.3,1.87,3,1.1,2,1,16.7,0.37,1,0.4,0,0
610385,MULTICULTURAL ACAD SCHOLARSHIP,Network 7,2014-2015,EOY,29,2,18,9,28,96.6,4,13.8,1.51,4,1.5,1.25,25,86.2,9.47,16,6.1,2.4,3,10.3,1.14,3,1.1,0,0
610089,MURPHY,ES Network - O'Hare,2011-2012,EOY,10,0,6,4,10,100,1,10,0.16,1,0.2,1,9,90,1.41,6,0.9,3.44,3,30,0.47,3,0.5,0,0
610089,MURPHY,ES Network - O'Hare,2012-2013,EOY,47,25,18,4,41,87.2,14,29.8,2.33,10,1.7,1.21,29,61.7,4.83,16,2.7,2.17,1,2.1,0.17,1,0.2,0,0
610089,MURPHY,Network 1,2013-2014,S1,21,13,8,0,14,66.7,11,52.4,1.84,5,0.8,1.18,7,33.3,1.17,3,0.5,1.14,0,0,0,0,0,0,0
610089,MURPHY,Network 1,2013-2014,EOY,38,20,15,3,27,71.1,16,42.1,2.65,8,1.3,1.13,17,44.7,2.82,7,1.2,1.88,0,0,0,0,0,0,0
610089,MURPHY,Network 1,2014-2015,S1,9,4,4,1,7,77.8,7,77.8,1.21,6,1,1.43,1,11.1,0.17,1,0.2,1,1,11.1,0.17,1,0.2,0,0
610089,MURPHY,Network 1,2014-2015,EOY,32,14,15,3,21,65.6,18,56.3,3.1,15,2.6,1.33,4,12.5,0.69,4,0.7,1.5,1,3.1,0.17,1,0.2,0,0
610090,MURRAY,ES Network - Burnham Park,2011-2012,EOY,49,4,45,0,37,75.5,6,12.2,1.15,5,1,1,31,63.3,5.94,18,3.4,2,0,0,0,0,0,0,0
610090,MURRAY,ES Network - Burnham Park,2012-2013,EOY,43,2,40,1,35,81.4,0,0,0,0,0,0,35,81.4,6.84,19,3.7,2.11,0,0,0,0,0,0,0
610090,MURRAY,Network 9,2013-2014,S1,34,13,21,0,22,64.7,2,5.9,0.38,2,0.4,1,20,58.8,3.77,15,2.8,2.4,0,0,0,0,0,0,0
610090,MURRAY,Network 9,2013-2014,EOY,54,25,28,1,37,68.5,2,3.7,0.38,2,0.4,1,35,64.8,6.62,21,4,2.29,0,0,0,0,0,0,0
610090,MURRAY,Network 9,2014-2015,S1,40,13,26,1,4,10,1,2.5,0.19,1,0.2,2,3,7.5,0.57,3,0.6,2.67,0,0,0,0,0,0,0
610090,MURRAY,Network 9,2014-2015,EOY,46,14,30,2,8,17.4,1,2.2,0.19,1,0.2,2,7,15.2,1.35,5,1,2,0,0,0,0,0,0,0
400050,NAMASTE CHTR CAMPUS,Network - Charter/Contract,2012-2013,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,0.22
610092,NASH,ES Network - Austin-North Lawndale,2011-2012,EOY,102,14,85,3,98,96.1,26,25.5,6.69,20,5.1,1.15,72,70.6,18.54,46,11.8,1.69,1,1,0.26,1,0.3,0,0
610092,NASH,ES Network - Austin-North Lawndale,2012-2013,EOY,217,3,209,5,217,100,20,9.2,4.98,16,4,1.6,199,91.7,49.55,98,24.4,1.96,3,1.4,0.75,3,0.7,1,0.25
610092,NASH,Network 3,2013-2014,S1,43,1,41,1,42,97.7,3,7,0.75,3,0.8,1,39,90.7,9.79,31,7.8,1.82,1,2.3,0.25,1,0.3,0,0
610092,NASH,Network 3,2013-2014,EOY,101,33,66,2,93,92.1,3,3,0.75,3,0.8,1,90,89.1,22.52,56,14,1.68,2,2,0.5,2,0.5,0,0
610092,NASH,Network 3,2014-2015,S1,72,38,34,0,32,44.4,2,2.8,0.57,2,0.6,1,30,41.7,8.52,17,4.8,1.4,0,0,0,0,0,0,0
610092,NASH,Network 3,2014-2015,EOY,134,48,79,7,73,54.5,15,11.2,4.25,15,4.3,1.53,58,43.3,16.45,32,9.1,1.83,3,2.2,0.85,2,0.6,0,0
610231,NATIONAL TEACHERS,Network - AUSL,2011-2012,EOY,173,3,152,18,173,100,33,19.1,7.37,29,6.5,1.48,140,80.9,31.25,75,16.7,2.24,3,1.7,0.67,3,0.7,0,0
610231,NATIONAL TEACHERS,Network - AUSL,2012-2013,EOY,317,37,254,26,311,98.1,9,2.8,1.67,9,1.7,1.44,304,95.9,56.4,149,27.6,2.29,0,0,0,0,0,0,0
610231,NATIONAL TEACHERS,AUSL,2013-2014,S1,49,9,32,8,47,95.9,8,16.3,1.38,8,1.4,1,45,91.8,7.77,33,5.7,2.18,1,2,0.17,1,0.2,0,0
610231,NATIONAL TEACHERS,AUSL,2013-2014,EOY,100,15,73,12,96,96,8,8,1.37,8,1.4,1,94,94,16.14,54,9.3,2.43,1,1,0.17,1,0.2,0,0
610231,NATIONAL TEACHERS,AUSL,2014-2015,S1,219,104,113,2,55,25.1,38,17.4,6.07,30,4.8,1.08,17,7.8,2.72,15,2.4,1.94,6,2.7,0.96,6,1,0,0
610231,NATIONAL TEACHERS,AUSL,2014-2015,EOY,430,233,187,10,111,25.8,45,10.5,7.26,36,5.8,1.07,66,15.3,10.64,41,6.6,1.98,6,1.4,0.97,6,1,0,0
610085,NEAR NORTH,ES Network - Fulton,2011-2012,EOY,93,8,82,3,84,90.3,0,0,0,0,0,0,84,90.3,83.31,35,34.7,1.5,11,11.8,10.91,8,7.9,0,0
610085,NEAR NORTH,ES Network - Fulton,2012-2013,EOY,111,0,77,34,107,96.4,0,0,0,0,0,0,107,96.4,119.68,47,52.6,1.35,24,21.6,26.84,16,17.9,0,0
610093,NEIL,ES Network - Skyway,2011-2012,EOY,21,4,17,0,21,100,0,0,0,0,0,0,21,100,6.7,19,6.1,1.86,0,0,0,0,0,0,0
610093,NEIL,ES Network - Skyway,2012-2013,EOY,201,87,108,6,32,15.9,4,2,1.27,4,1.3,1,28,13.9,8.9,16,5.1,2.18,0,0,0,0,0,0,0
610093,NEIL,Network 12,2013-2014,S1,33,14,14,5,10,30.3,1,3,0.3,1,0.3,1,9,27.3,2.7,8,2.4,2.56,3,9.1,0.9,3,0.9,0,0
